feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,label,time
0.6165430545806885,0.8493976593017578,9.36743219881464e-07,0.0,0.6608079075813293,0.818077564239502,-0.05858370661735535,0.0,0.6736249327659607,0.7492501735687256,-0.08401262015104294,0.0,0.6164131164550781,0.6952463388442993,-0.09975376725196838,0.0,0.568347692489624,0.6373017430305481,-0.11649741232395172,0.0,0.6809114813804626,0.5427178144454956,-0.06001465395092964,0.0,0.7232855558395386,0.4170454740524292,-0.08642260730266571,0.0,0.7473839521408081,0.34307026863098145,-0.10526875406503677,0.0,0.7628260850906372,0.27389973402023315,-0.1187792420387268,0.0,0.6315972208976746,0.5280940532684326,-0.05460301786661148,0.0,0.6464021801948547,0.3825031518936157,-0.07879055291414261,0.0,0.6515095233917236,0.2925892770290375,-0.10127019137144089,0.0,0.6539170742034912,0.2140648365020752,-0.11424306780099869,0.0,0.5922338366508484,0.5513629913330078,-0.05412363260984421,0.0,0.5755791068077087,0.4291325509548187,-0.0938597023487091,0.0,0.5634629726409912,0.3305909037590027,-0.13120685517787933,0.0,0.5567765831947327,0.24187323451042175,-0.15488426387310028,0.0,0.5630687475204468,0.6046249866485596,-0.05672895908355713,0.0,0.5618689060211182,0.5702481865882874,-0.10334514081478119,0.0,0.5714716911315918,0.6246821880340576,-0.11907021701335907,0.0,0.5824608206748962,0.6836692094802856,-0.12462708353996277,0.0,44.88693248737079,55.512081884272966,6.934304507887073,6.666704785336223,2.4245776450742604,6.036173907356885,3.0909844834696405,5.262678599829288,4.86395435474825,8.16618377084587,2.8493293846013463,6.263203627470398,41.633754488963056,110.20262168463745,10.603059235799714,6.0,79.981
0.6131369471549988,0.8457289934158325,9.237642757398135e-07,0.0,0.6582714319229126,0.8152672052383423,-0.05565851181745529,0.0,0.6725417971611023,0.7469512224197388,-0.07951663434505463,0.0,0.6144469976425171,0.6926825046539307,-0.09458496421575546,0.0,0.5662823915481567,0.635465145111084,-0.1104353740811348,0.0,0.6777752637863159,0.5406710505485535,-0.05489395931363106,0.0,0.7205889225006104,0.4155291020870209,-0.08105237782001495,0.0,0.7448467016220093,0.3420715034008026,-0.09965290129184723,0.0,0.760483980178833,0.2739766538143158,-0.11284616589546204,0.0,0.6269125938415527,0.5257764458656311,-0.050981584936380386,0.0,0.6395440101623535,0.3804361820220947,-0.07471670210361481,0.0,0.6432428359985352,0.29080450534820557,-0.09647221118211746,0.0,0.6453914046287537,0.21309304237365723,-0.10879436135292053,0.0,0.586837112903595,0.5498972535133362,-0.0521024651825428,0.0,0.5709487199783325,0.4296596050262451,-0.09116110950708389,0.0,0.5591526627540588,0.3322087526321411,-0.12761549651622772,0.0,0.5530644655227661,0.2445676028728485,-0.1504979133605957,0.0,0.557516872882843,0.6049919724464417,-0.05623379349708557,0.0,0.5563229918479919,0.5741997957229614,-0.10193902999162674,0.0,0.566269040107727,0.6268528699874878,-0.11734737455844879,0.0,0.5777621269226074,0.6837170720100403,-0.12259215861558914,0.0,45.11122726710881,57.1426569393968,6.837773337276587,6.910947795528926,2.4078429804270223,5.937827406050318,2.4776113544698717,5.078676147433401,4.687979310945849,8.24938374782371,2.5908309213009195,6.413515254086367,43.990118236695885,107.59267732588977,10.900501588633356,6.0,80.016
0.6105355620384216,0.8412293195724487,9.689165381132625e-07,0.0,0.6543743014335632,0.8131230473518372,-0.05946939438581467,0.0,0.6673793792724609,0.7463989853858948,-0.08533228933811188,0.0,0.6102128624916077,0.6932380199432373,-0.10117164254188538,0.0,0.5618723630905151,0.6367543339729309,-0.11802438646554947,0.0,0.6734699010848999,0.5416049361228943,-0.0620853491127491,0.0,0.7164123058319092,0.41684287786483765,-0.08855262398719788,0.0,0.741900622844696,0.34330838918685913,-0.10691265016794205,0.0,0.7587422728538513,0.2756943702697754,-0.11961077153682709,0.0,0.6250708103179932,0.5256657600402832,-0.05569324642419815,0.0,0.6417742967605591,0.37856361269950867,-0.0793519839644432,0.0,0.6493128538131714,0.2883588969707489,-0.10054120421409607,0.0,0.6538354754447937,0.21155551075935364,-0.11235871911048889,0.0,0.5864635705947876,0.5487269163131714,-0.05424985662102699,0.0,0.5693812370300293,0.4268989861011505,-0.0933387354016304,0.0,0.557475745677948,0.3275145888328552,-0.1304207295179367,0.0,0.5516616106033325,0.23899617791175842,-0.15393386781215668,0.0,0.557632565498352,0.6022061109542847,-0.055936042219400406,0.0,0.5580124855041504,0.56775963306427,-0.10150304436683655,0.0,0.5681586861610413,0.6222113370895386,-0.11696302145719528,0.0,0.5798797607421875,0.6815129518508911,-0.12257427722215652,0.0,46.14242010975612,56.31463884760387,6.5073161265318165,6.991084780271874,1.9351524765001011,5.821581189399922,3.89775379849512,4.422373670152928,4.652193645260948,7.828172296895514,2.9116241105032374,6.215540420405188,41.38642478300843,110.81585053862781,10.310245599813976,6.0,80.045
0.6079177856445312,0.8427095413208008,9.66461925600015e-07,0.0,0.6498039960861206,0.8158252239227295,-0.059487856924533844,0.0,0.6621169447898865,0.7474779486656189,-0.08517903834581375,0.0,0.60502690076828,0.6915796399116516,-0.10067237913608551,0.0,0.5569233298301697,0.6336191892623901,-0.1172720193862915,0.0,0.6726120114326477,0.5452737212181091,-0.062169965356588364,0.0,0.7142825722694397,0.4216405153274536,-0.08927424252033234,0.0,0.7393869757652283,0.34793543815612793,-0.10804887861013412,0.0,0.7563605904579163,0.2792280316352844,-0.12100595980882645,0.0,0.6238950490951538,0.5279353857040405,-0.055894143879413605,0.0,0.64105623960495,0.38086825609207153,-0.08028101921081543,0.0,0.6488091945648193,0.2907855212688446,-0.10133346170186996,0.0,0.6539866328239441,0.21279242634773254,-0.11264098435640335,0.0,0.5843530297279358,0.5507276654243469,-0.054560065269470215,0.0,0.5675245523452759,0.4303862750530243,-0.09503769874572754,0.0,0.5555413961410522,0.3326534330844879,-0.13152402639389038,0.0,0.5500290393829346,0.24422603845596313,-0.1540672481060028,0.0,0.5548639297485352,0.6041297912597656,-0.056299589574337006,0.0,0.5543564558029175,0.5744505524635315,-0.10298679023981094,0.0,0.5636187791824341,0.6318815350532532,-0.11787484586238861,0.0,0.5749127864837646,0.6910066604614258,-0.12267957627773285,0.0,47.48138112372042,54.31327474312197,5.97038235193922,6.227450075318156,1.8291369271392133,5.779320635831901,3.7626662769307453,4.122599228083673,4.998623944825952,8.512252930046897,2.1167303545162794,6.881375664385462,45.438686324312584,107.77404195752155,9.926119414709257,6.0,80.073
0.6080347299575806,0.8413304090499878,9.367690267936268e-07,0.0,0.6500295400619507,0.8159329891204834,-0.05890972539782524,0.0,0.6629659533500671,0.7500432729721069,-0.08382938802242279,0.0,0.6037896871566772,0.6964048147201538,-0.09872571378946304,0.0,0.5535446405410767,0.6406430006027222,-0.11458313465118408,0.0,0.6725265979766846,0.5447048544883728,-0.05957392603158951,0.0,0.7148696184158325,0.42302918434143066,-0.08549840748310089,0.0,0.7393822073936462,0.35001906752586365,-0.10348770022392273,0.0,0.7559738755226135,0.2820761501789093,-0.11610780656337738,0.0,0.6236324310302734,0.5274510979652405,-0.053587209433317184,0.0,0.6375586986541748,0.381519615650177,-0.07741590589284897,0.0,0.6431959867477417,0.29211708903312683,-0.09853963553905487,0.0,0.6470354795455933,0.21492472290992737,-0.11009334027767181,0.0,0.5845901966094971,0.5492259860038757,-0.052724000066518784,0.0,0.5656492114067078,0.43005961179733276,-0.09319492429494858,0.0,0.5528189539909363,0.3336464464664459,-0.13020718097686768,0.0,0.546563982963562,0.2458653748035431,-0.15309187769889832,0.0,0.5563147664070129,0.6015055179595947,-0.05491507798433304,0.0,0.5563086271286011,0.5695279240608215,-0.10118318349123001,0.0,0.5659953355789185,0.6268575191497803,-0.11650557816028595,0.0,0.5774975419044495,0.6864129304885864,-0.1218457818031311,0.0,47.85826028519382,57.343937600326456,5.839498616723433,6.794175483185022,1.8736335052926785,5.562490871474223,2.609052928524163,4.422066952917033,4.824400900929742,9.384712584845069,2.6682347036344494,7.090996875309578,43.77394776595628,109.41969521864289,9.821259996964177,6.0,80.108
0.6092658042907715,0.846729040145874,9.052539553522365e-07,0.0,0.6510892510414124,0.8185714483261108,-0.05594382807612419,0.0,0.6646395921707153,0.7501637935638428,-0.08012322336435318,0.0,0.6066316366195679,0.6972655057907104,-0.09483888745307922,0.0,0.5559529662132263,0.6426494121551514,-0.11078163236379623,0.0,0.6715302467346191,0.5462728142738342,-0.05704421177506447,0.0,0.7127689719200134,0.4244675934314728,-0.08254855126142502,0.0,0.7366911768913269,0.3526453971862793,-0.10089581459760666,0.0,0.7531561255455017,0.28386908769607544,-0.11403092741966248,0.0,0.6212607622146606,0.5308665633201599,-0.052772779017686844,0.0,0.6316588521003723,0.38677656650543213,-0.07681585848331451,0.0,0.6334444284439087,0.29746612906455994,-0.09858758002519608,0.0,0.6345041990280151,0.21810972690582275,-0.11059869080781937,0.0,0.5817030668258667,0.5536856651306152,-0.05321544408798218,0.0,0.5643575191497803,0.43483400344848633,-0.093613401055336,0.0,0.5509771108627319,0.3369947671890259,-0.13018928468227386,0.0,0.5448015332221985,0.24584242701530457,-0.15289956331253052,0.0,0.5534847974777222,0.6073074340820312,-0.0564848929643631,0.0,0.5522907376289368,0.5794292688369751,-0.10220657289028168,0.0,0.5609539151191711,0.6388658285140991,-0.11622767895460129,0.0,0.5732365250587463,0.698872447013855,-0.12065111100673676,0.0,46.22589584434964,57.25953005251742,4.908308120856245,6.904670078573425,2.4217004383380476,5.755441154890974,1.9263982434736262,5.1555775943914295,5.105107844934523,8.809912283620898,1.8011709662373885,7.379726516088561,46.36216542830454,108.0972471658643,9.57189544384056,6.0,80.143
0.609035313129425,0.8462827801704407,9.327209795628733e-07,0.0,0.6506661176681519,0.8171690702438354,-0.05466002598404884,0.0,0.6635366678237915,0.7506123781204224,-0.07943495362997055,0.0,0.6066976189613342,0.696053147315979,-0.09562705457210541,0.0,0.5593158602714539,0.6387223601341248,-0.11308874189853668,0.0,0.6701207756996155,0.548250138759613,-0.05670374259352684,0.0,0.7135580778121948,0.428630530834198,-0.08377911150455475,0.0,0.7385982871055603,0.35762056708335876,-0.10319627076387405,0.0,0.7555209398269653,0.29073506593704224,-0.11696510016918182,0.0,0.620472252368927,0.5323949456214905,-0.05368031933903694,0.0,0.6330412030220032,0.3877198100090027,-0.07807471603155136,0.0,0.6379093527793884,0.2968284785747528,-0.10014691948890686,0.0,0.6413410305976868,0.21812480688095093,-0.11257828772068024,0.0,0.5814708471298218,0.5573224425315857,-0.05541575700044632,0.0,0.5637029409408569,0.43536636233329773,-0.0962577760219574,0.0,0.5512146353721619,0.33803069591522217,-0.13387902081012726,0.0,0.5446972846984863,0.25036120414733887,-0.1574307084083557,0.0,0.554465651512146,0.6136582493782043,-0.05979333445429802,0.0,0.5561487674713135,0.5848476886749268,-0.10711225122213364,0.0,0.5663660764694214,0.6400574445724487,-0.12337691336870193,0.0,0.5780169367790222,0.6962814331054688,-0.12930123507976532,0.0,44.70833228316831,55.34741264876599,6.64059272334653,8.339422534322825,2.503963802927923,6.001652325951067,2.8427023555563715,4.497845638903721,4.696616329895911,8.011785406220605,2.796381351217342,6.647671890249873,46.25409618879427,104.36471029540542,10.334061544528392,6.0,80.172
0.6081721782684326,0.8472514748573303,8.779317113294383e-07,0.0,0.6519467830657959,0.8183271884918213,-0.05446285009384155,0.0,0.6658089756965637,0.7514615058898926,-0.07917649298906326,0.0,0.6096158027648926,0.6978453397750854,-0.09557211399078369,0.0,0.5611670613288879,0.6397868394851685,-0.11324968189001083,0.0,0.6727342009544373,0.5499838590621948,-0.054318033158779144,0.0,0.7122184038162231,0.431487500667572,-0.08126141130924225,0.0,0.7353560924530029,0.36181336641311646,-0.10152341425418854,0.0,0.7511746883392334,0.29403507709503174,-0.11661682277917862,0.0,0.6215844750404358,0.5337016582489014,-0.05207136273384094,0.0,0.6282188892364502,0.3922642469406128,-0.07703141868114471,0.0,0.6278238296508789,0.3012669086456299,-0.10096811503171921,0.0,0.627104640007019,0.21940848231315613,-0.11516901105642319,0.0,0.581518828868866,0.5585687160491943,-0.05459446460008621,0.0,0.5660496950149536,0.4372285008430481,-0.0969514399766922,0.0,0.5534632802009583,0.34053951501846313,-0.13580331206321716,0.0,0.5458679795265198,0.2520352005958557,-0.16036264598369598,0.0,0.5537670254707336,0.6156744956970215,-0.059683479368686676,0.0,0.5548845529556274,0.591499924659729,-0.10937225818634033,0.0,0.5653043389320374,0.6475006937980652,-0.1267920881509781,0.0,0.5766186714172363,0.7041455507278442,-0.13339969515800476,0.0,44.94978980201592,56.14707194250083,6.464314722897774,6.39520407712543,3.2563619996374995,6.0010659889717255,0.6218728628375659,5.538861464236908,4.902455641223434,8.65075559130026,2.629587207491472,6.70662219861968,51.148226363243566,98.32356149883967,10.504721400367453,6.0,80.203
0.6059055328369141,0.8430269360542297,9.687150850368198e-07,0.0,0.6496639847755432,0.8150190114974976,-0.05575687065720558,0.0,0.6643948554992676,0.7512509226799011,-0.08139009028673172,0.0,0.6101162433624268,0.6990662813186646,-0.0987180545926094,0.0,0.562802791595459,0.6411809921264648,-0.1170492172241211,0.0,0.6721494197845459,0.5504125356674194,-0.05619318038225174,0.0,0.7126784324645996,0.43229925632476807,-0.08394643664360046,0.0,0.7359629273414612,0.3621511459350586,-0.10376238077878952,0.0,0.7514466047286987,0.2948646545410156,-0.11821555346250534,0.0,0.6235366463661194,0.533818781375885,-0.053338635712862015,0.0,0.6405291557312012,0.39273351430892944,-0.07855404168367386,0.0,0.6492109894752502,0.30301621556282043,-0.10091828554868698,0.0,0.6562018990516663,0.2250375747680664,-0.11372590810060501,0.0,0.5841277837753296,0.5576077699661255,-0.05566772446036339,0.0,0.5669379234313965,0.43913352489471436,-0.09794402867555618,0.0,0.554454505443573,0.34659823775291443,-0.1356268674135208,0.0,0.5486407279968262,0.26403528451919556,-0.15908180177211761,0.0,0.5566088557243347,0.6127338409423828,-0.06083240732550621,0.0,0.5587870478630066,0.5886993408203125,-0.11029382050037384,0.0,0.5689208507537842,0.6444216966629028,-0.12776529788970947,0.0,0.5807924866676331,0.7004494667053223,-0.1343710720539093,0.0,43.8993396779753,56.816974237071435,6.72884716363179,6.354497308955796,2.5402576944976016,6.1452547085831,3.562179975038287,4.088479624598721,4.660749677236964,9.240710814557545,2.5834244168102614,7.059400649917464,50.933909201325626,97.98317093290773,10.68794205357227,6.0,80.233
0.6056469678878784,0.8447335958480835,8.810782219370594e-07,0.0,0.649349570274353,0.8132883310317993,-0.05379481613636017,0.0,0.6629490852355957,0.7470091581344604,-0.078511081635952,0.0,0.6069250702857971,0.6941490769386292,-0.09541904926300049,0.0,0.5595531463623047,0.6374940872192383,-0.1134646087884903,0.0,0.6701032519340515,0.5498996376991272,-0.05230380594730377,0.0,0.7093912363052368,0.4327002465724945,-0.07896360009908676,0.0,0.7319682240486145,0.3614591956138611,-0.09926081448793411,0.0,0.7469905018806458,0.29350149631500244,-0.11433997005224228,0.0,0.6203647255897522,0.5367553234100342,-0.049702659249305725,0.0,0.629389226436615,0.39675790071487427,-0.07421683520078659,0.0,0.6307595372200012,0.31012052297592163,-0.09752865880727768,0.0,0.6313667297363281,0.23514601588249207,-0.11144246906042099,0.0,0.5809628963470459,0.561112105846405,-0.051979538053274155,0.0,0.5644514560699463,0.4422173798084259,-0.0927126556634903,0.0,0.5523065328598022,0.3491595685482025,-0.12941229343414307,0.0,0.5448267459869385,0.2667246460914612,-0.15251882374286652,0.0,0.552442193031311,0.6147730946540833,-0.05704401433467865,0.0,0.5529235601425171,0.584380030632019,-0.10513266175985336,0.0,0.5630593299865723,0.6369442939758301,-0.12173306941986084,0.0,0.574332058429718,0.6913276314735413,-0.12777262926101685,0.0,43.0224060480557,56.20599315312648,6.725602670134676,6.519801667847751,3.16107096712792,5.791848641113071,1.2046478591346084,5.818781170694786,4.565642234757134,8.862664407022896,2.651314427060131,6.1435869802061065,45.36040927229362,104.4270937412729,11.049906209392272,6.0,80.3
