frame,track_id,x1,y1,x2,y2,class_id,confidence
2163,21.0,332,2,492,227,2,0.8347999453544617
2164,21.0,332,2,491,227,2,0.83269202709198
2165,21.0,333,2,493,227,2,0.8199059963226318
2166,21.0,334,1,494,227,2,0.8135535717010498
2167,21.0,335,1,493,227,2,0.8160245418548584
2168,21.0,335,1,491,228,2,0.815375804901123
2169,21.0,328,1,491,227,2,0.8162431120872498
2170,21.0,326,0,502,227,2,0.8123705387115479
2171,21.0,325,0,489,227,2,0.7966452836990356
2172,21.0,320,0,488,227,2,0.7850213050842285
2173,21.0,314,1,485,228,2,0.8126521706581116
2174,21.0,305,0,486,228,2,0.7806530594825745
2175,21.0,295,0,514,228,2,0.7577923536300659
2176,21.0,266,1,468,230,2,0.7641283869743347
2177,21.0,254,0,439,230,2,0.48568761348724365
2179,23.0,224,0,498,229,2,0.7592750787734985
2180,23.0,207,0,524,229,2,0.6902527213096619
2181,23.0,199,0,505,231,2,0.33917033672332764
2182,23.0,185,0,468,230,2,0.562201976776123
2183,23.0,168,0,435,230,2,0.524450421333313
2185,21.0,138,0,317,234,2,0.8087677359580994
2186,21.0,129,1,300,234,2,0.7877668738365173
2187,21.0,118,4,292,233,2,0.813675045967102
2188,21.0,112,6,285,234,2,0.8016315698623657
2189,21.0,117,5,283,232,2,0.8133937120437622
2190,21.0,115,4,284,233,2,0.8205658197402954
2193,23.0,131,4,283,233,2,0.8282912969589233
2194,23.0,130,3,290,233,2,0.8171344995498657
2195,23.0,131,3,304,233,2,0.813289999961853
2196,23.0,128,2,302,232,2,0.8149995803833008
2197,23.0,129,2,307,233,2,0.8230215311050415
2198,23.0,130,3,316,233,2,0.8321741223335266
2199,23.0,129,3,311,233,2,0.8296613693237305
2200,23.0,130,4,317,233,2,0.8319113254547119
2201,23.0,131,3,319,233,2,0.8360245823860168
2202,23.0,131,3,320,233,2,0.8305453658103943
2203,23.0,129,4,319,233,2,0.8404276967048645
2204,23.0,131,4,318,233,2,0.8343366980552673
2205,23.0,130,4,319,233,2,0.8360613584518433
2206,23.0,131,4,319,233,2,0.8293097019195557
2207,23.0,129,4,319,233,2,0.8307985663414001
2208,23.0,129,4,319,233,2,0.8301946520805359
2209,23.0,131,4,319,233,2,0.8328194618225098
2210,23.0,133,3,317,233,2,0.8306183218955994
2211,23.0,132,3,319,233,2,0.8306527137756348
2212,23.0,131,3,317,233,2,0.8345086574554443
2213,23.0,131,4,316,233,2,0.8328043222427368
2214,23.0,132,3,319,233,2,0.8346031308174133
2215,23.0,131,4,317,233,2,0.8317877650260925
2216,23.0,131,3,318,233,2,0.8326553702354431
2217,23.0,130,3,317,233,2,0.833867609500885
2218,23.0,130,3,319,233,2,0.8318296074867249
2219,23.0,130,3,319,233,2,0.8324069976806641
2220,23.0,131,3,320,233,2,0.8339371681213379
2221,23.0,135,2,322,232,2,0.8296189904212952
2222,23.0,134,3,323,233,2,0.8356418013572693
2223,23.0,134,3,323,233,2,0.836729884147644
2224,23.0,138,3,325,233,2,0.8390279412269592
2225,23.0,142,3,326,233,2,0.8334258794784546
2226,23.0,144,3,329,232,2,0.8357442021369934
2227,23.0,150,3,331,233,2,0.8293004035949707
2228,23.0,149,2,336,232,2,0.828200101852417
2229,23.0,156,2,340,232,2,0.8249567151069641
2230,23.0,161,2,343,231,2,0.8258137106895447
2231,23.0,163,1,348,232,2,0.8295530676841736
2232,23.0,169,1,353,232,2,0.8358590006828308
2233,23.0,174,1,357,232,2,0.8366144299507141
2234,23.0,184,1,363,232,2,0.8267446160316467
2235,23.0,197,1,373,232,2,0.8155964016914368
2236,23.0,206,1,381,232,2,0.8242672085762024
2237,23.0,210,0,390,230,2,0.7669923901557922
2238,23.0,224,0,482,229,2,0.7841894626617432
2239,23.0,234,0,408,230,2,0.7963038682937622
2240,23.0,241,0,407,230,2,0.7898411750793457
2241,23.0,252,0,411,229,2,0.7993389368057251
2242,23.0,248,0,408,230,2,0.811400830745697
2243,23.0,255,0,417,230,2,0.805486261844635
2496,28.0,220,0,382,230,2,0.8234105706214905
2497,28.0,219,0,384,230,2,0.8243727684020996
2498,28.0,220,0,385,230,2,0.8227431774139404
2499,28.0,219,0,383,230,2,0.8231695294380188
2500,28.0,219,0,383,230,2,0.8225378394126892
2501,28.0,218,0,383,230,2,0.8244768381118774
2502,28.0,219,0,384,230,2,0.8246535658836365
2503,28.0,218,0,383,230,2,0.821973443031311
2504,28.0,217,0,384,230,2,0.8200055360794067
2505,28.0,217,0,385,230,2,0.8230618238449097
2506,28.0,217,0,385,230,2,0.820284366607666
2507,28.0,220,0,385,230,2,0.8262957334518433
2508,28.0,216,0,385,230,2,0.8239539861679077
2509,28.0,215,0,386,230,2,0.8248815536499023
2510,28.0,217,0,385,230,2,0.8262799978256226
2511,28.0,217,0,386,230,2,0.8289616703987122
2512,28.0,218,0,385,230,2,0.8294981718063354
2513,28.0,215,0,385,230,2,0.8314210176467896
2514,28.0,217,0,386,230,2,0.8335350751876831
2515,28.0,218,0,387,230,2,0.8306507468223572
2516,28.0,219,0,387,230,2,0.8288223743438721
2517,28.0,219,0,387,230,2,0.8253856897354126
2518,28.0,217,0,391,230,2,0.8243555426597595
2519,28.0,219,0,388,230,2,0.8272966742515564
2520,28.0,220,0,388,230,2,0.8239231705665588
2521,28.0,219,0,387,230,2,0.8233418464660645
2522,28.0,221,0,390,230,2,0.8265509605407715
2523,28.0,220,0,395,229,2,0.8280739188194275
2524,28.0,222,0,394,230,2,0.8288960456848145
2525,28.0,220,0,393,229,2,0.826988935470581
2526,28.0,219,0,392,230,2,0.8254815340042114
2527,28.0,219,0,388,230,2,0.8289282321929932
2528,28.0,219,0,390,230,2,0.8293964862823486
2529,28.0,219,0,387,230,2,0.8251699209213257
2530,28.0,217,0,391,230,2,0.8245730996131897
2531,28.0,218,0,390,230,2,0.8214805722236633
2532,28.0,216,0,389,230,2,0.8233518004417419
2533,28.0,219,0,393,230,2,0.8219901323318481
2534,28.0,219,0,395,230,2,0.8223916888237
2535,28.0,218,0,385,230,2,0.8204386830329895
2536,28.0,217,0,381,230,2,0.8262162208557129
2537,28.0,217,0,378,230,2,0.8292030096054077
2538,28.0,216,0,378,230,2,0.8288910388946533
2539,28.0,217,0,377,230,2,0.8321800827980042
2540,28.0,216,0,376,230,2,0.8399778008460999
2541,28.0,216,0,375,230,2,0.8463428020477295
2542,28.0,217,0,376,230,2,0.8423500657081604
2543,28.0,219,0,376,230,2,0.8387749195098877
2544,28.0,219,0,376,230,2,0.8377922773361206
2545,28.0,218,0,376,230,2,0.8390223979949951
2546,28.0,218,0,376,230,2,0.837559163570404
2547,28.0,216,0,377,230,2,0.836250364780426
2548,28.0,219,0,376,230,2,0.8373399376869202
2549,28.0,219,0,376,229,2,0.8476588129997253
2550,28.0,219,0,376,230,2,0.8443239331245422
2551,28.0,220,0,376,230,2,0.8500137329101562
2552,28.0,219,0,375,230,2,0.852993905544281
2553,28.0,219,0,376,230,2,0.8500914573669434
2554,28.0,218,0,376,230,2,0.8451241850852966
2555,28.0,220,0,377,230,2,0.845885694026947
2556,28.0,218,0,376,230,2,0.8523098826408386
2557,28.0,218,0,377,230,2,0.8503836393356323
2558,28.0,219,0,376,230,2,0.8514214158058167
2559,28.0,219,0,376,230,2,0.8495773673057556
2560,28.0,218,0,376,230,2,0.8480331897735596
2561,28.0,217,0,376,230,2,0.850660502910614
2562,28.0,218,0,376,230,2,0.8517655730247498
2563,28.0,219,0,375,230,2,0.8502983450889587
2564,28.0,218,0,376,230,2,0.8445224165916443
2565,28.0,219,0,376,230,2,0.8456293940544128
2566,28.0,219,0,376,230,2,0.8492918014526367
2567,28.0,219,0,376,230,2,0.8453110456466675
2568,28.0,218,0,376,230,2,0.8465777635574341
2569,28.0,217,0,376,230,2,0.8500071167945862
2570,28.0,219,0,376,229,2,0.8459753394126892
2571,28.0,219,0,376,229,2,0.8478312492370605
2726,29.0,1,0,397,478,0,0.4739541709423065
2727,29.0,1,0,406,480,0,0.3217783272266388
3098,32.0,500,0,598,113,2,0.3554346561431885
3099,32.0,501,0,597,113,2,0.3497747480869293
3100,32.0,501,0,599,114,2,0.4017677903175354
3101,32.0,501,0,601,114,2,0.3888706862926483
3102,32.0,501,0,601,114,2,0.3766687214374542
