frame,track_id,x1,y1,x2,y2,class_id,confidence
1090,7.0,346,214,522,480,0,0.8595197796821594
1091,7.0,343,214,519,479,0,0.8610678315162659
1092,7.0,338,214,514,479,0,0.8414738178253174
1093,7.0,335,215,509,479,0,0.8496249318122864
1094,7.0,328,214,504,479,0,0.8422569632530212
1095,7.0,320,213,496,479,0,0.8325942754745483
1096,7.0,310,211,489,479,0,0.8244460821151733
1097,7.0,300,210,480,480,0,0.8309323787689209
1098,7.0,287,215,469,479,0,0.830139696598053
1099,7.0,276,220,457,480,0,0.8280547857284546
1100,7.0,266,215,444,480,2,0.8346357941627502
1101,7.0,250,216,430,480,2,0.8169309496879578
1102,8.0,235,217,413,480,2,0.8406786918640137
1103,8.0,218,216,398,480,2,0.8012018203735352
1104,8.0,210,214,386,480,0,0.8445890545845032
1105,8.0,202,215,377,479,0,0.8532639145851135
1106,8.0,197,215,369,480,0,0.8550577163696289
1107,8.0,199,216,366,479,0,0.8404906988143921
1108,8.0,198,218,366,479,0,0.8501284718513489
1109,8.0,199,219,367,480,0,0.8482667207717896
1110,8.0,204,216,368,480,0,0.8498295545578003
1111,8.0,204,216,370,480,0,0.858963131904602
1112,8.0,205,216,371,480,0,0.8525357246398926
1113,8.0,203,217,372,480,0,0.8654341101646423
1114,8.0,202,217,370,480,0,0.8690822720527649
1115,8.0,200,217,368,480,0,0.8540927767753601
1116,8.0,195,217,365,480,0,0.8424291014671326
1117,8.0,193,217,364,480,0,0.8638001084327698
1118,8.0,188,218,360,480,0,0.8691418766975403
1119,8.0,188,218,355,480,0,0.8592963218688965
1120,8.0,178,218,351,480,0,0.8552169799804688
1121,8.0,169,219,338,480,0,0.8569599390029907
1122,8.0,154,218,330,479,0,0.854718804359436
1123,8.0,142,218,322,479,0,0.8596571087837219
1124,8.0,130,217,309,480,0,0.7859615087509155
1125,8.0,116,218,296,479,0,0.7363622784614563
1125,7.0,116,220,296,480,2,0.8363759517669678
1126,8.0,103,218,281,480,2,0.8692746162414551
1127,8.0,88,218,264,480,0,0.37969234585762024
1129,7.0,50,216,225,479,2,0.8200806975364685
1130,7.0,41,216,208,479,0,0.47116905450820923
1131,7.0,31,216,195,480,0,0.8062288761138916
1132,8.0,16,216,187,480,2,0.48996999859809875
1132,7.0,17,215,184,480,0,0.8103074431419373
1133,7.0,20,216,170,480,0,0.8211960792541504
1134,7.0,18,217,165,480,0,0.8276016116142273
1135,7.0,17,217,162,479,0,0.8255367279052734
1136,7.0,17,218,167,479,0,0.8252496123313904
1137,7.0,17,217,163,480,0,0.8309788703918457
1138,7.0,20,217,162,480,0,0.8356183767318726
1139,7.0,21,217,166,480,0,0.8314964771270752
1140,7.0,22,216,162,480,0,0.8362224102020264
1141,7.0,22,216,164,480,0,0.8356812596321106
1142,7.0,21,216,164,480,0,0.8339908719062805
1143,7.0,20,216,167,480,0,0.8334584832191467
1144,7.0,20,217,167,480,0,0.8301316499710083
1145,7.0,21,217,166,480,0,0.8308284878730774
1146,7.0,21,217,167,480,0,0.83033686876297
1147,7.0,21,216,165,480,0,0.8322224020957947
1148,7.0,21,216,164,480,0,0.8324324488639832
1149,7.0,22,216,163,480,0,0.831558883190155
1150,7.0,21,216,164,480,0,0.8324387073516846
1151,7.0,20,216,164,480,0,0.8316066861152649
1152,7.0,20,217,164,480,0,0.8299533128738403
1153,7.0,20,217,161,480,0,0.8288506269454956
1154,7.0,20,216,162,480,0,0.8302573561668396
1155,7.0,20,216,162,480,0,0.83137446641922
1156,7.0,22,216,162,480,0,0.8322569131851196
1157,7.0,21,217,163,480,0,0.8324243426322937
1158,7.0,19,217,162,480,0,0.8311338424682617
1159,7.0,20,217,165,480,0,0.8308966755867004
1160,7.0,22,217,163,480,0,0.8319452404975891
1161,7.0,22,216,164,480,0,0.8314452767372131
1162,7.0,22,216,164,480,0,0.8303307890892029
1163,7.0,23,216,164,480,0,0.8303845524787903
1164,7.0,22,216,165,480,0,0.8310690522193909
1165,7.0,21,216,164,480,0,0.8308433294296265
1166,7.0,23,217,164,480,0,0.8297489285469055
1167,7.0,21,217,161,480,0,0.8310108780860901
1168,7.0,23,216,160,480,0,0.8332668542861938
1169,7.0,23,216,163,480,0,0.8282374739646912
1170,7.0,23,216,164,480,0,0.8294240832328796
1171,7.0,23,216,164,480,0,0.8293364644050598
1172,7.0,22,217,163,480,0,0.8304530382156372
1173,7.0,22,217,163,480,0,0.8328441381454468
1174,7.0,23,216,164,480,0,0.8307754397392273
1175,7.0,22,216,164,480,0,0.8316357135772705
1176,7.0,22,216,163,480,0,0.8295626640319824
1177,7.0,21,216,161,480,0,0.8297511339187622
1178,7.0,20,217,165,480,0,0.8278288245201111
1179,7.0,20,217,164,480,0,0.8290498852729797
1180,7.0,22,217,163,480,0,0.8309876322746277
1181,7.0,22,217,162,480,0,0.8315941691398621
1182,7.0,24,216,162,480,0,0.8296324014663696
1183,7.0,25,216,164,480,0,0.8295729160308838
1184,7.0,25,217,170,480,0,0.8264960646629333
1185,7.0,25,216,173,480,0,0.82903653383255
1186,7.0,26,216,177,480,0,0.829329788684845
1187,7.0,30,217,183,480,0,0.8347749710083008
1188,7.0,33,217,185,480,0,0.8307051658630371
1189,7.0,36,218,188,480,0,0.8263654708862305
1190,7.0,38,218,190,480,0,0.8337406516075134
1191,7.0,40,219,194,480,0,0.8322281241416931
1192,7.0,42,219,198,480,0,0.8417174220085144
1193,7.0,45,220,203,479,0,0.8514514565467834
1194,7.0,48,219,211,479,0,0.8472216725349426
1195,7.0,52,219,219,479,0,0.8532758951187134
1196,7.0,59,218,226,480,0,0.8565572500228882
1197,7.0,67,219,236,480,0,0.8581109642982483
1198,7.0,75,218,244,479,0,0.859917938709259
1199,10.0,84,218,259,480,2,0.8492298722267151
1199,7.0,84,218,258,479,0,0.8288838863372803
1200,10.0,94,218,269,480,0,0.8132280707359314
1200,7.0,95,219,271,480,2,0.8387621641159058
1201,10.0,106,216,285,479,0,0.4590097963809967
1201,7.0,108,217,286,479,2,0.8604757785797119
1202,10.0,122,215,300,479,0,0.6707165837287903
1202,7.0,123,216,304,480,2,0.8065542578697205
1203,10.0,136,215,317,479,0,0.47197425365448
1203,7.0,139,217,317,480,2,0.8425575494766235
1204,10.0,146,217,326,479,0,0.8363183736801147
1205,10.0,156,218,331,479,0,0.8461065292358398
1208,7.0,158,218,336,480,0,0.8401516675949097
1209,7.0,158,216,334,480,0,0.8611924648284912
1210,7.0,151,217,333,480,0,0.8637966513633728
1211,7.0,149,218,331,480,0,0.86292964220047
1212,7.0,147,218,329,480,0,0.8555911779403687
1213,7.0,148,217,327,480,0,0.8562929630279541
1214,7.0,152,217,326,479,0,0.8496609926223755
1215,7.0,152,218,327,480,0,0.860371470451355
1216,7.0,151,218,327,480,0,0.855559766292572
1217,7.0,150,218,327,480,0,0.8720158934593201
1218,11.0,0,0,92,126,0,0.4652225375175476
1218,7.0,149,218,327,480,0,0.873336911201477
1219,11.0,0,0,94,126,0,0.38313034176826477
1219,7.0,148,217,328,480,0,0.8740893006324768
1220,7.0,148,218,330,480,0,0.8654149174690247
1221,7.0,152,218,332,480,0,0.8611404895782471
1222,7.0,156,218,334,480,0,0.8516037464141846
1223,7.0,160,218,334,480,0,0.8462548851966858
1224,7.0,161,218,335,479,0,0.8504947423934937
1225,7.0,170,217,339,479,0,0.8522574305534363
1226,7.0,172,218,340,479,0,0.8558619618415833
1227,7.0,176,218,343,480,0,0.8595262169837952
1228,7.0,177,217,347,480,0,0.8593014478683472
1229,7.0,179,218,351,479,0,0.8602849245071411
1230,7.0,186,218,355,479,0,0.8577141165733337
1231,7.0,188,217,362,480,0,0.857533872127533
1232,7.0,194,217,367,479,0,0.8464917540550232
1233,7.0,198,216,374,480,0,0.8453700542449951
1234,7.0,207,214,385,479,0,0.8301703333854675
1235,7.0,220,213,398,480,2,0.48478829860687256
1236,7.0,232,215,412,480,2,0.7865591049194336
1237,7.0,247,217,426,480,2,0.83585524559021
1238,7.0,261,216,440,480,2,0.8365206122398376
1239,7.0,276,216,456,480,2,0.8511203527450562
1240,7.0,294,216,474,480,2,0.8321945667266846
1241,7.0,306,212,487,480,2,0.761407196521759
1262,7.0,412,213,602,480,2,0.8452257513999939
1263,7.0,429,213,619,480,2,0.8475278615951538
1264,7.0,451,212,637,480,2,0.8570926785469055
1265,7.0,469,212,640,480,2,0.8374308943748474
1266,7.0,483,212,640,480,2,0.7080791592597961
1267,7.0,492,212,640,479,2,0.805859386920929
1451,12.0,515,210,636,479,2,0.5836964845657349
1452,12.0,511,205,636,480,2,0.6607040762901306
1453,12.0,509,210,636,480,2,0.5783897042274475
1454,12.0,510,212,633,479,2,0.4546588063240051
1455,12.0,511,212,629,479,2,0.4744461178779602
1456,12.0,516,208,633,479,2,0.33771613240242004
1524,13.0,516,213,639,479,0,0.8284145593643188
1525,13.0,511,213,639,479,0,0.8529545664787292
1527,14.0,508,213,640,479,0,0.8805934190750122
1528,14.0,509,213,640,479,0,0.879204511642456
1529,14.0,509,213,640,479,0,0.8785402178764343
1530,14.0,509,213,640,479,0,0.8801852464675903
1531,14.0,509,213,640,479,0,0.8803688883781433
1532,14.0,508,213,640,479,0,0.8820502161979675
1533,14.0,509,213,640,479,0,0.8811444640159607
1534,14.0,510,213,640,479,0,0.8591955304145813
1535,14.0,508,211,640,479,0,0.8362883925437927
1537,13.0,422,191,634,480,2,0.6606244444847107
1539,14.0,364,180,515,478,2,0.5682618618011475
1540,14.0,329,164,515,462,2,0.6541561484336853
1541,14.0,304,150,464,443,2,0.6225103139877319
1542,14.0,269,25,456,424,2,0.5965254306793213
1543,14.0,251,24,441,410,2,0.6496087908744812
1544,14.0,222,116,415,408,2,0.6775723695755005
1545,14.0,219,114,369,416,2,0.6875101327896118
1546,14.0,205,130,352,430,0,0.8011732697486877
1547,14.0,200,134,338,432,0,0.8416807055473328
1548,14.0,196,140,329,440,0,0.7848708033561707
1549,14.0,193,147,321,446,0,0.6944258809089661
1550,14.0,187,149,310,468,0,0.5865369439125061
1551,14.0,173,155,295,477,2,0.7182344198226929
1552,14.0,157,183,301,480,2,0.5431494116783142
1553,14.0,143,202,289,479,0,0.7839882969856262
1554,14.0,144,205,287,479,0,0.8144701719284058
1555,14.0,141,209,289,479,0,0.8011975288391113
1556,14.0,147,208,299,480,0,0.7810779809951782
1557,14.0,164,208,314,480,0,0.7454964518547058
1558,14.0,172,205,298,480,0,0.6888909339904785
1559,14.0,183,208,321,480,0,0.6583263278007507
1560,14.0,195,208,332,479,0,0.7655177116394043
1561,14.0,208,210,336,479,0,0.759745180606842
1562,14.0,220,214,343,479,0,0.7739993333816528
1563,14.0,235,214,348,478,0,0.7043108344078064
1564,14.0,243,216,356,477,0,0.7460094690322876
1565,14.0,247,218,360,477,0,0.7713853120803833
1566,14.0,247,218,360,477,0,0.769338071346283
1567,14.0,242,219,355,476,0,0.7802221179008484
1568,14.0,241,219,352,476,0,0.7808610200881958
1569,14.0,236,218,350,477,0,0.7889453172683716
1570,14.0,232,218,345,477,0,0.7793036103248596
1571,14.0,226,216,339,478,0,0.7535024881362915
1572,14.0,220,215,332,478,0,0.7588551640510559
1573,14.0,212,217,325,477,0,0.7414799332618713
1574,14.0,204,215,316,479,0,0.6543451547622681
1575,14.0,188,215,302,477,0,0.6562286019325256
1576,14.0,167,215,293,478,0,0.5886419415473938
1577,14.0,140,214,281,478,0,0.5273455381393433
1578,14.0,130,214,267,479,0,0.6310223937034607
1579,14.0,124,214,250,479,2,0.5622422099113464
1580,14.0,99,210,227,479,2,0.4646051824092865
1581,14.0,89,213,210,479,2,0.7240372896194458
1582,14.0,81,220,198,478,0,0.7575024366378784
1583,14.0,85,221,193,476,0,0.7508565187454224
1584,14.0,70,215,194,478,0,0.7777115106582642
1585,14.0,75,214,188,476,0,0.7308617830276489
1586,14.0,78,215,195,477,0,0.7760182023048401
1587,14.0,79,218,195,476,0,0.7605257630348206
1588,14.0,85,218,195,479,0,0.7580981254577637
1589,14.0,86,220,202,477,0,0.7550344467163086
1590,14.0,91,222,208,479,0,0.7661911845207214
1591,14.0,102,223,212,479,0,0.7519078850746155
1592,14.0,106,223,218,477,0,0.7596787214279175
1593,14.0,106,222,219,478,0,0.7613903284072876
1594,14.0,104,221,220,478,0,0.7567667961120605
1595,14.0,103,220,215,478,0,0.753876268863678
1596,14.0,102,220,213,477,0,0.7315853238105774
1597,14.0,102,219,211,478,0,0.7229220271110535
1598,14.0,100,220,212,478,0,0.7144681811332703
1599,14.0,102,219,213,478,0,0.7147234082221985
1600,14.0,106,221,212,475,0,0.7262815237045288
1601,14.0,107,222,211,478,0,0.7670640349388123
1602,14.0,108,223,214,479,0,0.7676125168800354
1603,14.0,106,223,215,479,0,0.762324333190918
1604,14.0,105,221,217,478,0,0.7596046924591064
1605,14.0,105,221,215,477,0,0.7547799944877625
1606,14.0,104,220,214,476,0,0.7576038241386414
1607,14.0,106,221,212,475,0,0.7512455582618713
1608,14.0,106,220,212,477,0,0.753294050693512
1609,14.0,106,221,214,479,0,0.7606645822525024
1610,14.0,107,221,214,479,0,0.7604283094406128
1611,14.0,107,221,214,479,0,0.765282928943634
1612,14.0,106,221,215,479,0,0.7590051293373108
1613,14.0,106,220,216,478,0,0.7651746869087219
1614,14.0,105,220,216,478,0,0.7636370062828064
1615,14.0,105,220,215,477,0,0.7613063454627991
1616,14.0,105,220,216,477,0,0.761480987071991
1617,14.0,105,220,216,477,0,0.7569088935852051
1618,14.0,106,220,216,478,0,0.7518922090530396
1619,14.0,105,220,217,478,0,0.7496668100357056
1620,14.0,105,221,216,478,0,0.7588887810707092
1621,14.0,105,220,216,478,0,0.7568296194076538
1622,14.0,105,220,216,478,0,0.7580125331878662
1623,14.0,106,220,217,478,0,0.7508395910263062
1624,14.0,105,220,217,478,0,0.7547093033790588
1625,14.0,105,220,218,478,0,0.7652596831321716
1626,14.0,105,221,219,475,0,0.7748573422431946
1627,14.0,108,221,222,479,0,0.7962357997894287
1628,14.0,110,221,222,476,0,0.778118371963501
1629,14.0,111,221,225,476,0,0.7754284739494324
1630,14.0,117,221,228,478,0,0.7704870104789734
1631,14.0,120,221,231,478,0,0.7777032256126404
1632,14.0,118,221,235,477,0,0.7764715552330017
1633,14.0,121,221,239,477,0,0.7657015323638916
1634,14.0,123,220,241,476,0,0.7673622965812683
1635,14.0,135,220,248,478,0,0.7355824708938599
1636,14.0,133,219,255,478,0,0.7634019255638123
1637,14.0,138,219,259,478,0,0.803387463092804
1638,14.0,148,220,266,478,0,0.7570487856864929
1639,14.0,148,220,274,478,0,0.749006986618042
1640,14.0,164,218,285,479,0,0.6680220365524292
1641,14.0,167,217,290,476,0,0.7041361331939697
1642,14.0,174,215,301,477,0,0.6967918872833252
1643,14.0,197,214,319,479,0,0.4904997944831848
1644,14.0,212,212,325,478,0,0.6566922664642334
1645,14.0,224,214,338,476,0,0.7171663045883179
1646,14.0,230,213,346,478,0,0.6996175646781921
1647,14.0,233,219,351,476,0,0.8003557920455933
1648,14.0,237,217,353,478,0,0.7991639375686646
1649,14.0,240,216,359,477,0,0.795166015625
1650,14.0,242,216,359,475,0,0.7876705527305603
1651,14.0,244,216,360,477,0,0.7891911864280701
1652,14.0,246,218,360,476,0,0.7876344919204712
1653,14.0,247,217,362,478,0,0.7738178372383118
1654,14.0,249,216,368,478,0,0.7537923455238342
1655,14.0,252,216,366,477,0,0.7304284572601318
1656,14.0,256,217,368,475,0,0.7451711893081665
1657,14.0,255,219,373,475,0,0.7598684430122375
1658,14.0,258,216,374,478,0,0.7655683755874634
1659,14.0,260,216,382,478,0,0.7765040993690491
1660,14.0,265,216,387,479,0,0.8158136606216431
1661,14.0,267,216,390,476,0,0.7985478639602661
1662,14.0,273,216,392,477,0,0.7858178615570068
1663,14.0,278,216,395,475,0,0.7595970034599304
1664,14.0,282,215,398,478,0,0.7916092276573181
1665,14.0,286,216,402,476,0,0.7431380748748779
1666,14.0,292,216,406,474,0,0.765560507774353
1667,14.0,299,215,414,474,0,0.7744634747505188
1668,14.0,306,215,417,475,0,0.7520118355751038
1669,14.0,312,215,420,475,0,0.7159028053283691
1670,14.0,321,216,423,473,0,0.6764105558395386
1671,14.0,330,215,431,473,0,0.683285117149353
1672,14.0,340,214,449,470,0,0.660669207572937
1673,14.0,352,214,449,469,0,0.5657452344894409
1674,14.0,362,213,456,468,0,0.6580888032913208
1675,14.0,369,214,476,467,0,0.6761212944984436
1676,14.0,377,214,496,469,0,0.6449500322341919
1677,14.0,382,216,494,464,0,0.7204341292381287
1678,14.0,387,215,509,474,0,0.6915268301963806
1679,14.0,391,214,511,470,0,0.7276363968849182
1680,14.0,396,214,516,470,0,0.7663681507110596
1681,14.0,399,214,528,473,0,0.7200891971588135
1682,14.0,404,215,519,471,0,0.7692896723747253
1683,14.0,405,215,520,470,0,0.7557846903800964
1684,14.0,405,215,517,472,0,0.7362890243530273
1685,14.0,406,215,520,472,0,0.7545838356018066
1686,14.0,405,215,526,475,0,0.762051522731781
1687,14.0,404,215,527,474,0,0.7692273855209351
1688,14.0,405,215,525,474,0,0.7845170497894287
1689,14.0,404,215,524,474,0,0.7879409193992615
1690,14.0,405,215,523,472,0,0.7906054854393005
1691,14.0,405,215,522,473,0,0.7882576584815979
1692,14.0,405,215,521,474,0,0.7875158190727234
2034,16.0,283,216,397,475,0,0.7705512642860413
2035,16.0,283,216,397,474,0,0.7707538604736328
2036,16.0,283,217,397,474,0,0.7690393924713135
2037,16.0,283,217,397,475,0,0.7713896632194519
2038,16.0,283,216,397,475,0,0.7717322707176208
2039,16.0,283,216,396,474,0,0.7690293788909912
2040,16.0,283,216,397,474,0,0.7679739594459534
2041,16.0,282,216,397,474,0,0.7660902738571167
2042,16.0,283,216,397,474,0,0.7636582255363464
2043,16.0,283,216,397,474,0,0.7662990093231201
2044,16.0,283,216,397,474,0,0.7686994671821594
2045,16.0,283,216,397,474,0,0.7673958539962769
2046,16.0,283,216,397,475,0,0.7672771215438843
2047,16.0,284,216,397,474,0,0.7653029561042786
2048,16.0,283,216,397,474,0,0.7680690288543701
2049,16.0,282,217,397,475,0,0.7692351937294006
2050,16.0,283,216,398,475,0,0.7669018507003784
2051,16.0,283,216,397,475,0,0.7676132917404175
2052,16.0,283,216,397,475,0,0.7692888975143433
2053,16.0,283,216,397,475,0,0.7764646410942078
2054,16.0,282,216,397,475,0,0.7696393132209778
2055,16.0,283,216,397,474,0,0.7661000490188599
2056,16.0,283,216,397,475,0,0.7643299102783203
2057,16.0,282,216,397,475,0,0.7660943865776062
2058,16.0,283,216,397,475,0,0.7679558992385864
2059,16.0,283,216,397,475,0,0.7694938778877258
2060,16.0,282,216,398,476,0,0.7632584571838379
2061,16.0,285,216,400,476,0,0.7197425365447998
2062,16.0,292,215,405,474,0,0.7736973166465759
2063,16.0,292,215,409,479,0,0.7891654968261719
2064,16.0,298,215,412,478,0,0.7986292839050293
2065,16.0,300,216,417,479,0,0.8108393549919128
2066,16.0,307,215,418,477,0,0.7843475937843323
2067,16.0,313,214,423,478,0,0.7473834753036499
2068,16.0,320,214,423,474,0,0.6961098313331604
2069,16.0,329,215,426,473,0,0.7110671401023865
2070,16.0,338,214,447,475,0,0.69062340259552
2071,16.0,350,214,446,475,0,0.5360721945762634
2072,16.0,363,212,479,478,2,0.5859763622283936
2073,16.0,380,208,507,479,0,0.32964086532592773
2074,16.0,398,201,544,478,0,0.3491400480270386
2079,16.0,515,209,639,477,2,0.6695140600204468
2120,21.0,275,0,516,230,2,0.6715512871742249
2121,21.0,295,0,523,228,2,0.6513650417327881
2122,21.0,302,0,598,227,2,0.5573926568031311
2123,21.0,323,0,601,227,2,0.7278590798377991
2124,21.0,329,0,583,227,2,0.7638359069824219
2125,21.0,333,0,504,226,2,0.7765055894851685
2126,21.0,350,0,506,227,2,0.7948956489562988
2127,21.0,352,1,507,227,2,0.8134419322013855
2128,21.0,353,0,507,226,2,0.8132752180099487
2129,21.0,347,0,508,226,2,0.8044162392616272
2130,21.0,340,1,503,227,2,0.808597981929779
2131,21.0,337,1,506,227,2,0.8072860836982727
2132,21.0,337,1,503,227,2,0.7833524942398071
2133,21.0,333,2,492,228,2,0.8207265734672546
2134,21.0,336,1,493,228,2,0.8104585409164429
2135,21.0,336,1,495,227,2,0.8056516051292419
2136,21.0,336,1,492,228,2,0.8113401532173157
2137,21.0,333,2,491,227,2,0.8222389817237854
2138,21.0,332,2,492,227,2,0.840223491191864
2139,21.0,334,3,492,228,2,0.8319087028503418
2140,21.0,335,3,494,227,2,0.8216223120689392
2141,21.0,335,3,493,227,2,0.8249040842056274
2142,21.0,334,2,492,228,2,0.8279618620872498
2143,21.0,332,1,491,228,2,0.8352917432785034
2144,21.0,335,2,490,227,2,0.8282181024551392
2145,21.0,335,2,490,227,2,0.8386251330375671
2146,21.0,335,2,490,228,2,0.8358684182167053
2147,21.0,333,2,490,227,2,0.8391397595405579
2148,21.0,332,2,490,227,2,0.8447042107582092
2149,21.0,333,2,490,227,2,0.846700131893158
2150,21.0,333,2,489,227,2,0.8471782207489014
2151,21.0,331,2,489,227,2,0.8454077243804932
2152,21.0,333,2,491,228,2,0.8368503451347351
2153,21.0,333,2,490,227,2,0.8386306762695312
2154,21.0,331,2,489,227,2,0.8383399248123169
2155,21.0,329,2,490,227,2,0.8375446796417236
2156,21.0,332,2,491,228,2,0.8320677876472473
2157,21.0,332,2,492,227,2,0.833106279373169
2158,21.0,332,2,491,227,2,0.8392281532287598
2159,21.0,330,2,490,227,2,0.8455425500869751
2160,21.0,332,2,491,228,2,0.8417581915855408
2161,21.0,334,2,491,227,2,0.8394097685813904
2162,21.0,333,2,492,227,2,0.8344917893409729
